Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,newCountry
Philippines,Catbalogan,68,Moderate,1,Good,26,Good,0,Good,68,Moderate,Philippines
Ecuador,Cayambe,39,Good,1,Good,4,Good,2,Good,39,Good,Ecuador
Bosnia and Herzegovina,Cazin,50,Good,1,Good,33,Good,0,Good,50,Good,Bosnia and Herzegovina
Italy,Cernusco Sul Naviglio,103,Unhealthy for Sensitive Groups,1,Good,33,Good,6,Good,103,Unhealthy for Sensitive Groups,Italy
Italy,Cesenatico,38,Good,1,Good,36,Good,5,Good,38,Good,Italy
Czechia,Ceske Budejovice,61,Moderate,1,Good,38,Good,1,Good,61,Moderate,Czechia
Argentina,Chacabuco,17,Good,0,Good,17,Good,1,Good,17,Good,Argentina
Peru,Chachapoyas,21,Good,0,Good,4,Good,0,Good,21,Good,Peru
France,Chalon Sur Saone,32,Good,1,Good,32,Good,1,Good,20,Good,France
China,Chaoyang,151,Unhealthy,3,Good,119,Unhealthy for Sensitive Groups,1,Good,151,Unhealthy,China
Viet Nam,Chau Doc,57,Moderate,1,Good,32,Good,0,Good,57,Moderate,Viet Nam
Russian Federation,Cherepanovo,38,Good,1,Good,38,Good,0,Good,35,Good,Russian Federation
Russian Federation,Cherkessk,49,Good,1,Good,40,Good,0,Good,49,Good,Russian Federation
India,Chhabra,171,Unhealthy,1,Good,42,Good,0,Good,171,Unhealthy,India
India,Chilakalurupet,91,Moderate,1,Good,28,Good,1,Good,91,Moderate,India
Mexico,Chilpancingo,72,Moderate,2,Good,4,Good,5,Good,72,Moderate,Mexico
India,Chipurupalle,153,Unhealthy,2,Good,22,Good,6,Good,153,Unhealthy,India
Poland,Chojnow,59,Moderate,1,Good,25,Good,2,Good,59,Moderate,Poland
India,Chotila,157,Unhealthy,0,Good,31,Good,1,Good,157,Unhealthy,India
United States of America,Cimarron Hills,73,Moderate,1,Good,32,Good,2,Good,73,Moderate,United States of America
Brazil,Claudio,71,Moderate,2,Good,3,Good,6,Good,71,Moderate,Brazil
Brazil,Clevelandia,17,Good,0,Good,17,Good,0,Good,11,Good,Brazil
Brazil,Coari,46,Good,1,Good,2,Good,0,Good,46,Good,Brazil
United Kingdom of Great Britain and Northern Ireland,Coatbridge,35,Good,1,Good,12,Good,9,Good,35,Good,United Kingdom of Great Britain and Northern Ireland
Ireland,Cobh,24,Good,0,Good,24,Good,1,Good,16,Good,Ireland
Brazil,Colatina,45,Good,1,Good,14,Good,2,Good,45,Good,Brazil
Romania,Comanesti,61,Moderate,1,Good,40,Good,0,Good,61,Moderate,Romania
Dominican Republic,Comendador,65,Moderate,1,Good,12,Good,6,Good,65,Moderate,Dominican Republic
Italy,Como,112,Unhealthy for Sensitive Groups,1,Good,34,Good,4,Good,112,Unhealthy for Sensitive Groups,Italy
Brazil,Conde,19,Good,0,Good,19,Good,0,Good,11,Good,Brazil
United Kingdom of Great Britain and Northern Ireland,Consett,31,Good,0,Good,31,Good,2,Good,22,Good,United Kingdom of Great Britain and Northern Ireland
United States of America,Cooper City,152,Unhealthy,4,Good,4,Good,19,Good,152,Unhealthy,United States of America
United States of America,Copperas Cove,31,Good,1,Good,21,Good,1,Good,31,Good,United States of America
Brazil,Cornelio Procopio,37,Good,1,Good,12,Good,1,Good,37,Good,Brazil
Argentina,Corrientes,13,Good,1,Good,12,Good,0,Good,13,Good,Argentina
Mexico,Cotija,41,Good,1,Good,8,Good,3,Good,41,Good,Mexico
Italy,Crevalcore,103,Unhealthy for Sensitive Groups,2,Good,28,Good,9,Good,103,Unhealthy for Sensitive Groups,Italy
Azerbaijan,Culfa,52,Moderate,1,Good,35,Good,0,Good,52,Moderate,Azerbaijan
Spain,Culleredo,30,Good,0,Good,30,Good,2,Good,13,Good,Spain
India,Cuncolim,73,Moderate,0,Good,25,Good,0,Good,73,Moderate,India
Brazil,Curvelo,42,Good,1,Good,2,Good,4,Good,42,Good,Brazil
Germany,Cuxhaven,35,Good,0,Good,35,Good,0,Good,30,Good,Germany
United States of America,Cypress Lake,46,Good,1,Good,25,Good,5,Good,46,Good,United States of America
Poland,Czestochowa,93,Moderate,1,Good,27,Good,4,Good,93,Moderate,Poland
Guinea,Dalaba,63,Moderate,2,Good,13,Good,0,Good,63,Moderate,Guinea
Pakistan,Dalbandin,160,Unhealthy,0,Good,39,Good,0,Good,160,Unhealthy,Pakistan
France,Beaune,39,Good,1,Good,26,Good,1,Good,39,Good,France
United States of America,Bedford,56,Moderate,1,Good,18,Good,6,Good,56,Moderate,United States of America
Ghana,Begoro,105,Unhealthy for Sensitive Groups,2,Good,13,Good,2,Good,105,Unhealthy for Sensitive Groups,Ghana
China,Beipiao,93,Moderate,2,Good,90,Moderate,1,Good,93,Moderate,China
Brazil,Bela Cruz,45,Good,0,Good,22,Good,0,Good,45,Good,Brazil
Bolivia (Plurinational State of),Bermejo,54,Moderate,1,Good,8,Good,1,Good,54,Moderate,Bolivia (Plurinational State of)
Germany,Bernburg,36,Good,0,Good,29,Good,2,Good,36,Good,Germany
United States of America,Berwick,50,Good,1,Good,35,Good,5,Good,50,Good,United States of America
India,Betma,153,Unhealthy,1,Good,34,Good,0,Good,153,Unhealthy,India
United States of America,Beverly,48,Good,1,Good,36,Good,5,Good,48,Good,United States of America
Russian Federation,Bezhetsk,24,Good,0,Good,24,Good,0,Good,24,Good,Russian Federation
Bangladesh,Bhairab Bazar,132,Unhealthy for Sensitive Groups,3,Good,44,Good,4,Good,132,Unhealthy for Sensitive Groups,Bangladesh
Pakistan,Bhalwal,179,Unhealthy,3,Good,179,Unhealthy,2,Good,166,Unhealthy,Pakistan
India,Bhimavaram,124,Unhealthy for Sensitive Groups,1,Good,36,Good,1,Good,124,Unhealthy for Sensitive Groups,India
India,Bhinmal,202,Very Unhealthy,0,Good,34,Good,0,Good,202,Very Unhealthy,India
India,Bhiwandi,151,Unhealthy,1,Good,26,Good,1,Good,151,Unhealthy,India
Indonesia,Binjai,92,Moderate,2,Good,45,Good,0,Good,92,Moderate,Indonesia
Brazil,Baiao,39,Good,1,Good,5,Good,0,Good,39,Good,Brazil
Russian Federation,Baksan,48,Good,1,Good,39,Good,1,Good,48,Good,Russian Federation
Sudan,Bara,52,Moderate,2,Good,17,Good,0,Good,52,Moderate,Sudan
Colombia,Baranoa,104,Unhealthy for Sensitive Groups,1,Good,16,Good,2,Good,104,Unhealthy for Sensitive Groups,Colombia
Philippines,Baras,51,Moderate,1,Good,27,Good,1,Good,51,Moderate,Philippines
Iran (Islamic Republic of),Bardsir,91,Moderate,1,Good,49,Good,0,Good,91,Moderate,Iran (Islamic Republic of)
India,Bari Sadri,167,Unhealthy,1,Good,32,Good,0,Good,167,Unhealthy,India
Thailand,Nong Bua,38,Good,0,Good,20,Good,0,Good,38,Good,Thailand
Thailand,Nong Han,57,Moderate,0,Good,25,Good,0,Good,57,Moderate,Thailand
Netherlands,Noordwijkerhout,41,Good,1,Good,27,Good,5,Good,41,Good,Netherlands
United States of America,North Andrews Gardens,78,Moderate,1,Good,11,Good,12,Good,78,Moderate,United States of America
United States of America,Northbridge,47,Good,1,Good,46,Good,2,Good,47,Good,United States of America
United Kingdom of Great Britain and Northern Ireland,Norwich,29,Good,0,Good,29,Good,3,Good,18,Good,United Kingdom of Great Britain and Northern Ireland
Serbia,Novi Becej,60,Moderate,1,Good,34,Good,1,Good,60,Moderate,Serbia
Netherlands,Nuenen,37,Good,1,Good,32,Good,3,Good,37,Good,Netherlands
Chile,Nueva Imperial,61,Moderate,2,Good,2,Good,9,Good,61,Moderate,Chile
Panama,Nuevo Arraijan,67,Moderate,2,Good,20,Good,5,Good,67,Moderate,Panama
Mexico,Nuevo Casas Grandes,46,Good,1,Good,17,Good,2,Good,46,Good,Mexico
United States of America,Oak Lawn,79,Moderate,2,Good,13,Good,27,Good,79,Moderate,United States of America
United States of America,Oakdale,53,Moderate,1,Good,24,Good,9,Good,53,Moderate,United States of America
Ghana,Obuasi,81,Moderate,1,Good,18,Good,0,Good,81,Moderate,Ghana
Japan,Odawara,39,Good,1,Good,38,Good,2,Good,39,Good,Japan
Germany,Oer Erkenschwick,34,Good,1,Good,34,Good,2,Good,27,Good,Germany
Republic of North Macedonia,Ohrid,42,Good,1,Good,41,Good,0,Good,42,Good,Republic of North Macedonia
Japan,Okawa,41,Good,2,Good,36,Good,5,Good,41,Good,Japan
Poland,Olecko,47,Good,1,Good,36,Good,0,Good,47,Good,Poland
Germany,Olfen,32,Good,1,Good,27,Good,4,Good,32,Good,Germany
Brazil,Olindina,25,Good,0,Good,6,Good,1,Good,25,Good,Brazil
Japan,Omagari,35,Good,1,Good,35,Good,0,Good,15,Good,Japan
Netherlands,Oostburg,36,Good,1,Good,26,Good,3,Good,36,Good,Netherlands
United States of America,Orem,73,Moderate,2,Good,26,Good,7,Good,73,Moderate,United States of America
United States of America,Orinda,52,Moderate,1,Good,22,Good,11,Good,52,Moderate,United States of America
Poland,Ostrzeszow,35,Good,1,Good,32,Good,1,Good,35,Good,Poland
Guatemala,Ostuncalco,94,Moderate,3,Good,9,Good,11,Good,94,Moderate,Guatemala
Congo,Ouesso,71,Moderate,3,Good,18,Good,0,Good,71,Moderate,Congo
Brazil,Ouro Preto,61,Moderate,2,Good,3,Good,5,Good,61,Moderate,Brazil
Nigeria,Oyo,80,Moderate,2,Good,22,Good,1,Good,80,Moderate,Nigeria
Kyrgyzstan,Ozgon,101,Unhealthy for Sensitive Groups,1,Good,60,Moderate,0,Good,101,Unhealthy for Sensitive Groups,Kyrgyzstan
Italy,Pachino,48,Good,1,Good,45,Good,0,Good,48,Good,Italy
India,Padra,156,Unhealthy,1,Good,33,Good,0,Good,156,Unhealthy,India
Mauritius,Pailles,30,Good,0,Good,28,Good,0,Good,30,Good,Mauritius
France,Paita,27,Good,0,Good,27,Good,0,Good,10,Good,France
India,Palakkodu,57,Moderate,0,Good,30,Good,0,Good,57,Moderate,India
Philippines,Palo,55,Moderate,1,Good,20,Good,0,Good,55,Moderate,Philippines
Indonesia,Pamekasan,54,Moderate,1,Good,35,Good,0,Good,54,Moderate,Indonesia
China,Panchiao,69,Moderate,1,Good,45,Good,4,Good,69,Moderate,China
China,Panshi,76,Moderate,3,Good,32,Good,2,Good,76,Moderate,China
China,Panzhihua,74,Moderate,3,Good,29,Good,2,Good,74,Moderate,China
Brazil,Paragominas,36,Good,1,Good,2,Good,0,Good,36,Good,Brazil
Brazil,Paraguacu,51,Moderate,1,Good,7,Good,4,Good,51,Moderate,Brazil
Peru,Paramonga,41,Good,1,Good,18,Good,1,Good,41,Good,Peru
United States of America,Parkville,56,Moderate,1,Good,44,Good,4,Good,56,Moderate,United States of America
United States of America,Pasadena,58,Moderate,1,Good,43,Good,5,Good,58,Moderate,United States of America
United States of America,Pataskala,45,Good,1,Good,32,Good,7,Good,45,Good,United States of America
Kazakhstan,Pavlodar,50,Good,1,Good,41,Good,0,Good,50,Good,Kazakhstan
India,Payyannur,68,Moderate,0,Good,24,Good,0,Good,68,Moderate,India
United States of America,Pelham,46,Good,1,Good,46,Good,2,Good,31,Good,United States of America
Greece,Perama,67,Moderate,1,Good,44,Good,2,Good,67,Moderate,Greece
Mexico,Perote,77,Moderate,3,Good,7,Good,8,Good,77,Moderate,Mexico
Serbia,Petrovaradin,63,Moderate,1,Good,33,Good,1,Good,63,Moderate,Serbia
Thailand,Phanom Thuan,42,Good,0,Good,19,Good,0,Good,42,Good,Thailand
Thailand,Phatthalung,59,Moderate,1,Good,27,Good,0,Good,59,Moderate,Thailand
Thailand,Phetchaburi,35,Good,0,Good,17,Good,0,Good,35,Good,Thailand
India,Phillaur,444,Hazardous,2,Good,111,Unhealthy for Sensitive Groups,1,Good,391,Hazardous,India
Egypt,Rosetta,60,Moderate,2,Good,60,Moderate,3,Good,55,Moderate,Egypt
Italy,Rossano,48,Good,1,Good,48,Good,0,Good,12,Good,Italy
Russian Federation,Rostov,32,Good,1,Good,32,Good,0,Good,26,Good,Russian Federation
United Kingdom of Great Britain and Northern Ireland,Royton,56,Moderate,0,Good,32,Good,1,Good,56,Moderate,United Kingdom of Great Britain and Northern Ireland
Germany,Rudolstadt,32,Good,1,Good,32,Good,1,Good,30,Good,Germany
Czechia,Rumburk,29,Good,0,Good,29,Good,2,Good,29,Good,Czechia
Malawi,Rumphi,28,Good,0,Good,19,Good,0,Good,28,Good,Malawi
Switzerland,Ruti,34,Good,1,Good,25,Good,2,Good,34,Good,Switzerland
Brazil,Ruy Barbosa,18,Good,0,Good,8,Good,0,Good,18,Good,Brazil
Serbia,Sabac,68,Moderate,1,Good,32,Good,1,Good,68,Moderate,Serbia
Cuba,Sagua La Grande,89,Moderate,1,Good,22,Good,1,Good,89,Moderate,Cuba
India,Sahibganj,208,Very Unhealthy,3,Good,152,Unhealthy,1,Good,208,Very Unhealthy,India
United States of America,Saint Matthews,58,Moderate,2,Good,29,Good,12,Good,58,Moderate,United States of America
United States of America,Saint Pete Beach,53,Moderate,1,Good,40,Good,6,Good,53,Moderate,United States of America
Canada,Saint Thomas,35,Good,1,Good,35,Good,3,Good,34,Good,Canada
France,Saint Cyr Sur Loire,37,Good,1,Good,25,Good,2,Good,37,Good,France
Belgium,Saint Nicolas,35,Good,1,Good,32,Good,3,Good,35,Good,Belgium
France,Saint Quentin,39,Good,1,Good,25,Good,2,Good,39,Good,France
Saudi Arabia,Sakakah,122,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,122,Unhealthy for Sensitive Groups,Saudi Arabia
Japan,Sakurai,40,Good,1,Good,40,Good,2,Good,34,Good,Japan
United Kingdom of Great Britain and Northern Ireland,Salford,58,Moderate,0,Good,32,Good,1,Good,58,Moderate,United Kingdom of Great Britain and Northern Ireland
India,Salon,303,Hazardous,1,Good,48,Good,0,Good,260,Very Unhealthy,India
Brazil,Salvador,30,Good,0,Good,16,Good,1,Good,30,Good,Brazil
India,Sambhar,193,Unhealthy,0,Good,38,Good,0,Good,193,Unhealthy,India
Turkey,Samsun,36,Good,1,Good,36,Good,0,Good,30,Good,Turkey
Indonesia,Prabumulih,49,Good,1,Good,30,Good,0,Good,49,Good,Indonesia
Brazil,Presidente Prudente,32,Good,1,Good,14,Good,1,Good,32,Good,Brazil
United States of America,Prichard,28,Good,1,Good,22,Good,4,Good,28,Good,United States of America
Canada,Prince George,21,Good,1,Good,21,Good,1,Good,13,Good,Canada
Indonesia,Pringsewu,63,Moderate,2,Good,40,Good,0,Good,63,Moderate,Indonesia
Peru,Pucallpa,30,Good,1,Good,1,Good,0,Good,30,Good,Peru
Spain,Puertollano,32,Good,1,Good,30,Good,1,Good,32,Good,Spain
Mexico,Purepero,48,Good,1,Good,5,Good,4,Good,48,Good,Mexico
Israel,Qiryat Gat,80,Moderate,1,Good,62,Moderate,4,Good,80,Moderate,Israel
Chile,Quillota,182,Unhealthy,14,Good,1,Good,23,Good,182,Unhealthy,Chile
India,Rafiganj,356,Hazardous,1,Good,60,Moderate,0,Good,284,Very Unhealthy,India
United States of America,Rahway,62,Moderate,1,Good,44,Good,5,Good,62,Moderate,United States of America
Bangladesh,Rajshahi,191,Unhealthy,2,Good,133,Unhealthy for Sensitive Groups,2,Good,191,Unhealthy,Bangladesh
India,Rajur,150,Unhealthy,1,Good,41,Good,0,Good,150,Unhealthy,India
Thailand,Phrai Bung,53,Moderate,0,Good,27,Good,0,Good,53,Moderate,Thailand
India,Phulpur,226,Very Unhealthy,1,Good,48,Good,1,Good,226,Very Unhealthy,India
Brazil,Picos,16,Good,0,Good,12,Good,0,Good,16,Good,Brazil
Finland,Pietarsaari,34,Good,1,Good,34,Good,1,Good,17,Good,Finland
Germany,Pirmasens,30,Good,1,Good,27,Good,2,Good,30,Good,Germany
United States of America,Plum,55,Moderate,2,Good,26,Good,12,Good,55,Moderate,United States of America
Benin,Pobe,73,Moderate,1,Good,20,Good,1,Good,73,Moderate,Benin
Italy,Policoro,46,Good,1,Good,46,Good,0,Good,14,Good,Italy
Sierra Leone,Port Loko,48,Good,1,Good,16,Good,0,Good,48,Good,Sierra Leone
Haiti,Port De Paix,103,Unhealthy for Sensitive Groups,1,Good,25,Good,1,Good,103,Unhealthy for Sensitive Groups,Haiti
Portugal,Porto Salvo,46,Good,0,Good,30,Good,2,Good,46,Good,Portugal
United States of America,Poughkeepsie,43,Good,1,Good,43,Good,2,Good,39,Good,United States of America
United States of America,Randallstown,52,Moderate,1,Good,44,Good,4,Good,52,Moderate,United States of America
India,Rania,500,Hazardous,1,Good,40,Good,0,Good,464,Hazardous,India
Thailand,Ranong,36,Good,0,Good,16,Good,0,Good,36,Good,Thailand
Germany,Rathenow,39,Good,0,Good,39,Good,0,Good,23,Good,Germany
Russian Federation,Reutov,58,Moderate,1,Good,25,Good,9,Good,58,Moderate,Russian Federation
Brazil,Ribeira Do Pombal,24,Good,0,Good,7,Good,1,Good,24,Good,Brazil
Brazil,Ribeirao Bonito,52,Moderate,1,Good,4,Good,3,Good,52,Moderate,Brazil
United States of America,Richardson,56,Moderate,1,Good,21,Good,6,Good,56,Moderate,United States of America
United States of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate,United States of America
Brazil,Rio Bonito,95,Moderate,3,Good,23,Good,8,Good,95,Moderate,Brazil
Peru,Rioja,25,Good,1,Good,3,Good,0,Good,25,Good,Peru
France,Riom,40,Good,1,Good,30,Good,1,Good,40,Good,France
Lebanon,Riyaq,78,Moderate,1,Good,46,Good,1,Good,78,Moderate,Lebanon
Italy,Rocca Priora,47,Good,1,Good,47,Good,2,Good,27,Good,Italy
France,Rodez,42,Good,1,Good,31,Good,1,Good,42,Good,France
Brazil,Rolandia,39,Good,1,Good,14,Good,2,Good,39,Good,Brazil
France,Romans Sur Isere,37,Good,1,Good,30,Good,1,Good,37,Good,France
Philippines,Romblon,50,Good,1,Good,23,Good,0,Good,50,Good,Philippines
India,Dalmau,190,Unhealthy,2,Good,98,Moderate,1,Good,190,Unhealthy,India
United States of America,Daly City,62,Moderate,1,Good,18,Good,13,Good,62,Moderate,United States of America
India,Damnagar,152,Unhealthy,0,Good,29,Good,0,Good,152,Unhealthy,India
Thailand,Dan Khun Thot,56,Moderate,1,Good,31,Good,0,Good,56,Moderate,Thailand
China,Dancheng,145,Unhealthy for Sensitive Groups,2,Good,145,Unhealthy for Sensitive Groups,3,Good,82,Moderate,China
India,Dankaur,292,Very Unhealthy,3,Good,136,Unhealthy for Sensitive Groups,3,Good,292,Very Unhealthy,India
United Republic of Tanzania,Dareda,20,Good,0,Good,14,Good,0,Good,20,Good,United Republic of Tanzania
India,Dattapur,153,Unhealthy,0,Good,29,Good,0,Good,153,Unhealthy,India
Brazil,Delmiro Gouveia,25,Good,0,Good,9,Good,1,Good,25,Good,Brazil
Uruguay,Delta Del Tigre,38,Good,1,Good,19,Good,2,Good,38,Good,Uruguay
India,Delvada,158,Unhealthy,0,Good,25,Good,0,Good,158,Unhealthy,India
Russian Federation,Desnogorsk,34,Good,1,Good,34,Good,0,Good,10,Good,Russian Federation
Turkey,Develi,46,Good,1,Good,29,Good,0,Good,46,Good,Turkey
India,Dewa,173,Unhealthy,3,Good,159,Unhealthy,1,Good,173,Unhealthy,India
Turkey,Dinar,44,Good,1,Good,33,Good,0,Good,44,Good,Turkey
Ukraine,Dniprorudne,39,Good,1,Good,39,Good,0,Good,12,Good,Ukraine
Benin,Dogbo,101,Unhealthy for Sensitive Groups,3,Good,18,Good,2,Good,101,Unhealthy for Sensitive Groups,Benin
Russian Federation,Donskoye,37,Good,1,Good,37,Good,0,Good,30,Good,Russian Federation
United States of America,Dumas,60,Moderate,1,Good,22,Good,3,Good,60,Moderate,United States of America
United Republic of Tanzania,Dunda,23,Good,0,Good,17,Good,0,Good,23,Good,United Republic of Tanzania
United States of America,Dyersburg,93,Moderate,1,Good,24,Good,5,Good,93,Moderate,United States of America
United States of America,Eatontown,28,Good,1,Good,28,Good,8,Good,25,Good,United States of America
Mexico,Ebano,91,Moderate,2,Good,22,Good,3,Good,91,Moderate,Mexico
United States of America,El Campo,39,Good,1,Good,22,Good,1,Good,39,Good,United States of America
Mexico,El Pueblito,66,Moderate,1,Good,10,Good,5,Good,66,Moderate,Mexico
Bolivia (Plurinational State of),El Torno,6,Good,0,Good,5,Good,0,Good,6,Good,Bolivia (Plurinational State of)
United States of America,Ellicott City,44,Good,1,Good,27,Good,10,Good,44,Good,United States of America
Pakistan,Eminabad,153,Unhealthy,3,Good,153,Unhealthy,1,Good,152,Unhealthy,Pakistan
Japan,Ena,42,Good,1,Good,42,Good,0,Good,12,Good,Japan
Italy,Giussano,62,Moderate,1,Good,32,Good,4,Good,62,Moderate,Italy
United Kingdom of Great Britain and Northern Ireland,Glenrothes,35,Good,1,Good,22,Good,6,Good,35,Good,United Kingdom of Great Britain and Northern Ireland
United Kingdom of Great Britain and Northern Ireland,Glossop,27,Good,1,Good,25,Good,3,Good,27,Good,United Kingdom of Great Britain and Northern Ireland
Namibia,Gobabis,19,Good,0,Good,18,Good,0,Good,19,Good,Namibia
India,Gobindapur,198,Unhealthy,3,Good,91,Moderate,3,Good,198,Unhealthy,India
India,Gobindpur,175,Unhealthy,1,Good,51,Moderate,1,Good,175,Unhealthy,India
Spain,Godella,33,Good,1,Good,33,Good,1,Good,28,Good,Spain
India,Gohad,194,Unhealthy,1,Good,46,Good,0,Good,194,Unhealthy,India
India,Gohana,500,Hazardous,1,Good,47,Good,1,Good,500,Hazardous,India
Brazil,Goiatuba,37,Good,1,Good,3,Good,3,Good,37,Good,Brazil
Netherlands,Goirle,30,Good,0,Good,30,Good,2,Good,27,Good,Netherlands
United States of America,Golden Glades,61,Moderate,1,Good,10,Good,16,Good,61,Moderate,United States of America
Poland,Goleniow,32,Good,1,Good,24,Good,3,Good,32,Good,Poland
Iran (Islamic Republic of),Gonbad E Qabus,84,Moderate,1,Good,45,Good,0,Good,84,Moderate,Iran (Islamic Republic of)
Russian Federation,Gorodishche,33,Good,1,Good,33,Good,1,Good,21,Good,Russian Federation
Japan,Gotsu,44,Good,1,Good,44,Good,0,Good,15,Good,Japan
Albania,Gramsh,68,Moderate,1,Good,39,Good,1,Good,68,Moderate,Albania
United States of America,Granger,57,Moderate,2,Good,21,Good,11,Good,57,Moderate,United States of America
United States of America,Grants Pass,29,Good,1,Good,29,Good,2,Good,27,Good,United States of America
,Granville,30,Good,1,Good,30,Good,3,Good,25,Good,Granville
Mexico,Guasave,35,Good,1,Good,22,Good,1,Good,35,Good,Mexico
Germany,Guben,37,Good,1,Good,21,Good,4,Good,37,Good,Germany
Cameroon,Guider,76,Moderate,3,Good,8,Good,1,Good,76,Moderate,Cameroon
China,Guilin,90,Moderate,3,Good,46,Good,3,Good,90,Moderate,China
France,Guipavas,34,Good,1,Good,26,Good,9,Good,34,Good,France
United States of America,Fort Walton Beach,65,Moderate,1,Good,30,Good,1,Good,65,Moderate,United States of America
France,Fosses,29,Good,0,Good,28,Good,2,Good,29,Good,France
United States of America,Fountain Hills,37,Good,1,Good,27,Good,8,Good,37,Good,United States of America
United States of America,Fountain,72,Moderate,1,Good,29,Good,3,Good,72,Moderate,United States of America
